NAME	TITLE	SCORE	
MIR548E	microRNA 548e [Source:HGNC Symbol;Acc:HGNC:35275]	-0.16015221	
CCDC187	coiled-coil domain containing 187 [Source:HGNC Symbol;Acc:HGNC:30942]	-0.16016008	
COIL	coilin [Source:HGNC Symbol;Acc:HGNC:2184]	-0.16020635	
WDR75	WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]	-0.16021705	
MAPK6P4	mitogen-activated protein kinase 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:18456]	-0.16022871	
RNF216-IT1	RNF216 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41463]	-0.16025399	
SNORD46	small nucleolar RNA, C/D box 46 [Source:HGNC Symbol;Acc:HGNC:10186]	-0.16027041	
ATP1A4	ATPase Na+/K+ transporting subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:14073]	-0.16030747	
LRATD2	LRAT domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24166]	-0.16032726	
ASXL3	ASXL transcriptional regulator 3 [Source:HGNC Symbol;Acc:HGNC:29357]	-0.16044682	
MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]	-0.16045679	
SLC30A6-DT	SLC30A6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55203]	-0.16046572	
MYOZ3	myozenin 3 [Source:HGNC Symbol;Acc:HGNC:18565]	-0.1605096	
RASGRF1	Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]	-0.16051169	
TTLL5	tubulin tyrosine ligase like 5 [Source:HGNC Symbol;Acc:HGNC:19963]	-0.16052862	
NSUN4	NOP2/Sun RNA methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:31802]	-0.16054264	
USP16	ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]	-0.16055822	
HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	-0.16056651	
SLC35D1	solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]	-0.16057625	
LVRN	laeverin [Source:HGNC Symbol;Acc:HGNC:26904]	-0.16062342	
PAK4	p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]	-0.16070773	
CYP2C9	cytochrome P450 family 2 subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:2623]	-0.1607255	
SUPV3L1	Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]	-0.16077515	
RABL2A	RAB, member of RAS oncogene family like 2A [Source:HGNC Symbol;Acc:HGNC:9799]	-0.16079678	
ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56152]	-0.16081865	
GNLY	granulysin [Source:HGNC Symbol;Acc:HGNC:4414]	-0.16083044	
SLC9C1	solute carrier family 9 member C1 [Source:HGNC Symbol;Acc:HGNC:31401]	-0.16087097	
PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]	-0.16100927	
ENSG00000290911	novel transcript	-0.16104949	
LINC00491	long intergenic non-protein coding RNA 491 [Source:HGNC Symbol;Acc:HGNC:43428]	-0.16106561	
RPL21P115	ribosomal protein L21 pseudogene 115 [Source:HGNC Symbol;Acc:HGNC:35878]	-0.16106968	
VDAC3P1	voltage dependent anion channel 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20722]	-0.16107805	
RRN3P1	RRN3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30548]	-0.16111621	
SP6	Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]	-0.16119592	
RN7SL656P	RNA, 7SL, cytoplasmic 656, pseudogene [Source:HGNC Symbol;Acc:HGNC:46672]	-0.16121958	
HEATR3	HEAT repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26087]	-0.16127439	
ZNF823	zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]	-0.16127913	
CXCL14	C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]	-0.16128296	
RAD23B	RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]	-0.16132684	
NSRP1	nuclear speckle splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25305]	-0.1613269	
RNA5SP149	RNA, 5S ribosomal pseudogene 149 [Source:HGNC Symbol;Acc:HGNC:43049]	-0.16133332	
LINC01782	long intergenic non-protein coding RNA 1782 [Source:HGNC Symbol;Acc:HGNC:52572]	-0.16134736	
ADCK2	aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]	-0.16141245	
CCL4L2	C-C motif chemokine ligand 4 like 2 [Source:HGNC Symbol;Acc:HGNC:24066]	-0.16141291	
NPAS1	neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]	-0.16147889	
SYTL4	synaptotagmin like 4 [Source:HGNC Symbol;Acc:HGNC:15588]	-0.16148604	
ABCD3	ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]	-0.16149184	
ZMYND19	zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]	-0.1614956	
KDM6A	lysine demethylase 6A [Source:HGNC Symbol;Acc:HGNC:12637]	-0.16151908	
MIR580	microRNA 580 [Source:HGNC Symbol;Acc:HGNC:32836]	-0.16152778	
RPL39P17	ribosomal protein L39 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:35545]	-0.1615457	
PPIH	peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651]	-0.16157347	
CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]	-0.16159312	
RPS20P14	ribosomal protein S20 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36692]	-0.16161057	
RN7SL356P	RNA, 7SL, cytoplasmic 356, pseudogene [Source:HGNC Symbol;Acc:HGNC:46372]	-0.16161208	
SAMD9	sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348]	-0.16164213	
SPPL3	signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:HGNC:30424]	-0.161658	
SPRYD4	SPRY domain containing 4 [Source:HGNC Symbol;Acc:HGNC:27468]	-0.1616792	
ZNF394	zinc finger protein 394 [Source:HGNC Symbol;Acc:HGNC:18832]	-0.16169208	
ENSG00000286679	novel transcript	-0.16171531	
POLR2D	RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]	-0.16171649	
LERFS	lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting [Source:HGNC Symbol;Acc:HGNC:51182]	-0.16176751	
FAM86LP	family with sequence similarity 86 member L, pseudogene [Source:HGNC Symbol;Acc:HGNC:44099]	-0.16176833	
RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821]	-0.161801	
FTH1P19	ferritin heavy chain 1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:33525]	-0.16185544	
SLC25A6P5	solute carrier family 25 member 6 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43854]	-0.16189286	
ENSG00000225209	novel transcript	-0.16190256	
CLINT1	clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186]	-0.16193712	
PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]	-0.16194549	
VN1R9P	vomeronasal 1 receptor 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:20257]	-0.16195713	
RLIMP1	ring finger protein, LIM domain interacting pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39682]	-0.16199605	
RN7SL563P	RNA, 7SL, cytoplasmic 563, pseudogene [Source:HGNC Symbol;Acc:HGNC:46579]	-0.16203707	
ELN	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	-0.16207355	
PPP1R13B	protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]	-0.1620793	
FKBP10	FKBP prolyl isomerase 10 [Source:HGNC Symbol;Acc:HGNC:18169]	-0.16209488	
LINC03031	long intergenic non-protein coding RNA 3031 [Source:HGNC Symbol;Acc:HGNC:56174]	-0.16213644	
EIF2B4	eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]	-0.1622049	
CISD3	CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]	-0.1622097	
TFIP11-DT	TFIP11 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55374]	-0.16221356	
MESTP3	mesoderm specific transcript pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38553]	-0.16222098	
GCSH	glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]	-0.1622864	
GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]	-0.16236758	
VN1R80P	vomeronasal 1 receptor 80 pseudogene [Source:HGNC Symbol;Acc:HGNC:37329]	-0.16248101	
MACROD2	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]	-0.16249885	
BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:13229]	-0.16251841	
AATK	apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]	-0.16254845	
SLC25A51P4	SLC25A51 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:54321]	-0.16255909	
ALKBH5	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]	-0.16256218	
LHFPL1	LHFPL tetraspan subfamily member 1 [Source:HGNC Symbol;Acc:HGNC:6587]	-0.16263556	
ZNF174	zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]	-0.16277014	
TBC1D26-AS1	TBC1D26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41211]	-0.16278015	
ANKRD18CP	ankyrin repeat domain 18C, pseudogene [Source:HGNC Symbol;Acc:HGNC:43601]	-0.16284542	
MAP3K4-AS1	MAP3K4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55048]	-0.16285507	
DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	-0.1628765	
ZNF731P	zinc finger protein 731, pseudogene [Source:HGNC Symbol;Acc:HGNC:32471]	-0.1629069	
PMS2P8	PMS1 homolog 2, mismatch repair system component pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:33516]	-0.16292183	
CHD1	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]	-0.16293292	
ARNT2	aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876]	-0.16294211	
IQSEC3P1	IQ motif and Sec7 domain 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49848]	-0.16295429	
ANGPT2	angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]	-0.1630277	
FAM153CP	family with sequence similarity 153 member C, pseudogene [Source:HGNC Symbol;Acc:HGNC:33936]	-0.16304068	
DNAJC5B	DnaJ heat shock protein family (Hsp40) member C5 beta [Source:HGNC Symbol;Acc:HGNC:24138]	-0.16310394	
GPR176	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]	-0.16317017	
ZFAND4	zinc finger AN1-type containing 4 [Source:HGNC Symbol;Acc:HGNC:23504]	-0.16321936	
GDF11	growth differentiation factor 11 [Source:HGNC Symbol;Acc:HGNC:4216]	-0.16328514	
ARSG	arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102]	-0.16332372	
NOTCH1	notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]	-0.1633767	
CHROMR	cholesterol induced regulator of metabolism RNA [Source:HGNC Symbol;Acc:HGNC:54059]	-0.16340043	
IRAK2	interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]	-0.16340664	
RBBP9	RB binding protein 9, serine hydrolase [Source:HGNC Symbol;Acc:HGNC:9892]	-0.16340785	
FRG2C	FSHD region gene 2 family member C [Source:HGNC Symbol;Acc:HGNC:33626]	-0.1634727	
RABGEF1P2	RABGEF1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55752]	-0.16350305	
AGGF1P1	angiogenic factor with G-patch and FHA domains 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38051]	-0.16352369	
POU2AF3	POU class 2 homeobox associating factor 3 [Source:HGNC Symbol;Acc:HGNC:26978]	-0.16362467	
ANKRD24	ankyrin repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:29424]	-0.16363014	
PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]	-0.16365418	
LLGL1	LLGL scribble cell polarity complex component 1 [Source:HGNC Symbol;Acc:HGNC:6628]	-0.16366021	
PATJ	PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881]	-0.16367722	
TMX2	thioredoxin related transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30739]	-0.16369002	
MFSD14CP	major facilitator superfamily domain containing 14C, pseudogene [Source:HGNC Symbol;Acc:HGNC:23672]	-0.16371045	
FKTN-AS1	FKTN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55797]	-0.16371746	
SNORA20	small nucleolar RNA, H/ACA box 20 [Source:HGNC Symbol;Acc:HGNC:32610]	-0.16380617	
INTS11	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]	-0.16380633	
OR3A2	olfactory receptor family 3 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8283]	-0.16383952	
RNA5SP435	RNA, 5S ribosomal pseudogene 435 [Source:HGNC Symbol;Acc:HGNC:43335]	-0.1638784	
TRIM15	tripartite motif containing 15 [Source:HGNC Symbol;Acc:HGNC:16284]	-0.16390838	
MTCO1P40	MT-CO1 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:52105]	-0.16391598	
PIGG	phosphatidylinositol glycan anchor biosynthesis class G [Source:HGNC Symbol;Acc:HGNC:25985]	-0.16394287	
ZNF670-ZNF695	ZNF670-ZNF695 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49200]	-0.16398816	
VASN	vasorin [Source:HGNC Symbol;Acc:HGNC:18517]	-0.16399074	
PCDH10	protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]	-0.16401106	
ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]	-0.16404614	
DNA2	DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939]	-0.16406432	
OR2V2	olfactory receptor family 2 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:15341]	-0.16407904	
FAM220CP	family with sequence similarity 220 member C, pseudogene [Source:HGNC Symbol;Acc:HGNC:43640]	-0.16408975	
NDUFAF4P3	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44542]	-0.16416036	
IGKV2D-26	immunoglobulin kappa variable 2D-26 [Source:HGNC Symbol;Acc:HGNC:5798]	-0.16417576	
RN7SKP290	RN7SK pseudogene 290 [Source:HGNC Symbol;Acc:HGNC:46014]	-0.16426924	
SPRY1	sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]	-0.16434966	
SRSF12	serine and arginine rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]	-0.16436663	
HKDC1	hexokinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23302]	-0.164368	
HLA-DPB2	major histocompatibility complex, class II, DP beta 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4941]	-0.16437045	
LY6G5B	lymphocyte antigen 6 family member G5B [Source:HGNC Symbol;Acc:HGNC:13931]	-0.16437304	
ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	-0.16438843	
KIAA1549	KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]	-0.1644043	
ELMOD2	ELMO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28111]	-0.16442229	
RAB4A-AS1	RAB4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55934]	-0.1645323	
LINC01909	long intergenic non-protein coding RNA 1909 [Source:HGNC Symbol;Acc:HGNC:52728]	-0.16453683	
PXDC1	PX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21361]	-0.16454928	
MYO18A	myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]	-0.16454946	
FGFR1OP2	FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098]	-0.16458124	
COL12A1	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]	-0.1646097	
ZNF680P1	ZNF680 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50379]	-0.16464542	
SEZ6L	seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763]	-0.16468234	
LINC00951	long intergenic non-protein coding RNA 951 [Source:HGNC Symbol;Acc:HGNC:48662]	-0.16472211	
GNPDA2	glucosamine-6-phosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:21526]	-0.16476509	
RPL23AP18	ribosomal protein L23a pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36726]	-0.16479494	
ZNF853	zinc finger protein 853 [Source:HGNC Symbol;Acc:HGNC:21767]	-0.164804	
RNU4-39P	RNA, U4 small nuclear 39, pseudogene [Source:HGNC Symbol;Acc:HGNC:46975]	-0.16483058	
LINC01560	long intergenic non-protein coding RNA 1560 [Source:HGNC Symbol;Acc:HGNC:27333]	-0.16485088	
PDPR2P	pyruvate dehydrogenase phosphatase regulatory subunit 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:27556]	-0.16486683	
RPS4XP2	ribosomal protein S4X pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16563]	-0.16489358	
DDX19A-DT	DDX19A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55349]	-0.1649515	
GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]	-0.1649859	
MAST2	microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]	-0.16498815	
CBLN1	cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]	-0.1649953	
RNU7-45P	RNA, U7 small nuclear 45 pseudogene [Source:HGNC Symbol;Acc:HGNC:34141]	-0.16500837	
C20orf202	chromosome 20 open reading frame 202 [Source:HGNC Symbol;Acc:HGNC:37254]	-0.16507185	
IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:5384]	-0.1651642	
MTMR8	myotubularin related protein 8 [Source:HGNC Symbol;Acc:HGNC:16825]	-0.16522361	
CCN5	cellular communication network factor 5 [Source:HGNC Symbol;Acc:HGNC:12770]	-0.16531138	
NIP7	nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328]	-0.16534616	
EEF1DP2	eukaryotic translation elongation factor 1 delta pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33523]	-0.16547206	
DNM3-IT1	DNM3 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41494]	-0.16547513	
PARP16	poly(ADP-ribose) polymerase family member 16 [Source:HGNC Symbol;Acc:HGNC:26040]	-0.16547784	
LINC00370	long intergenic non-protein coding RNA 370 [Source:HGNC Symbol;Acc:HGNC:42692]	-0.16550414	
UPK2	uroplakin 2 [Source:HGNC Symbol;Acc:HGNC:12579]	-0.16559279	
SUZ12P1	SUZ12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32421]	-0.16567142	
LINC02917	long intergenic non-protein coding RNA 2917 [Source:HGNC Symbol;Acc:HGNC:55643]	-0.16570191	
HEBP2P1	HEBP2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54784]	-0.1657291	
CRAMP1	cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]	-0.16574542	
EXOSC7	exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]	-0.16584109	
IL17RD	interleukin 17 receptor D [Source:HGNC Symbol;Acc:HGNC:17616]	-0.1658449	
BHLHE40-AS1	BHLHE40 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44471]	-0.16595119	
NOP58	NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]	-0.16601866	
RBFADN	RBFA downstream neighbor [Source:HGNC Symbol;Acc:HGNC:48591]	-0.16602379	
SSRP1	structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327]	-0.16602542	
TRBV11-2	T cell receptor beta variable 11-2 [Source:HGNC Symbol;Acc:HGNC:12181]	-0.16603026	
GET1-SH3BGR	GET1-SH3BGR readthrough [Source:HGNC Symbol;Acc:HGNC:54635]	-0.16606018	
ARMC1	armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]	-0.16626693	
SPATA45	spermatogenesis associated 45 [Source:HGNC Symbol;Acc:HGNC:33709]	-0.1663034	
RNU6-1337P	RNA, U6 small nuclear 1337, pseudogene [Source:HGNC Symbol;Acc:HGNC:48300]	-0.16637668	
GRAMD2B	GRAM domain containing 2B [Source:HGNC Symbol;Acc:HGNC:24911]	-0.1664076	
EPC1	enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]	-0.16642216	
MCM8	minichromosome maintenance 8 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:16147]	-0.16649035	
HEXIM2-AS1	HEXIM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55857]	-0.16656096	
POM121C	POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:HGNC:34005]	-0.16661713	
PSTK	phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]	-0.1666215	
ATF6	activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791]	-0.16663583	
BEND3P1	BEN domain containing 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45014]	-0.16666044	
HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]	-0.1666742	
FER	FER tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655]	-0.16670212	
IGSF9	immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]	-0.1667891	
RN7SKP47	RN7SK pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:45771]	-0.16682713	
VCPIP1	valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]	-0.16686696	
HIGD1A	HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]	-0.1668803	
NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]	-0.16689198	
ENSG00000265055	novel transcript	-0.16692226	
GIGYF2	GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]	-0.16694869	
TBX1	T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]	-0.16694896	
DYNLL2-DT	DYNLL2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52833]	-0.16695744	
ADAM23	ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]	-0.1670371	
ELOCP33	elongin C pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:49174]	-0.16705385	
FBN1-DT	FBN1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55413]	-0.16707705	
NABP2	nucleic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28412]	-0.16707708	
UGGT2	UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664]	-0.16711313	
PYGO2	pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:30257]	-0.16713926	
ZNF613	zinc finger protein 613 [Source:HGNC Symbol;Acc:HGNC:25827]	-0.16721478	
RNU6-517P	RNA, U6 small nuclear 517, pseudogene [Source:HGNC Symbol;Acc:HGNC:47480]	-0.16721678	
MED6	mediator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:19970]	-0.16730665	
OR2A1	olfactory receptor family 2 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8229]	-0.16731593	
INPP4A	inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]	-0.16732815	
HMGN1P15	high mobility group nucleosome binding domain 1 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:39359]	-0.1674989	
TFAM	transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]	-0.16752236	
PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase [Source:HGNC Symbol;Acc:HGNC:28763]	-0.16753516	
NIPAL1	NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]	-0.16754115	
TUBBP10	tubulin beta class I pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42344]	-0.16758098	
VSIG1	V-set and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28675]	-0.16759244	
SPON2	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]	-0.16760303	
GRM2	glutamate metabotropic receptor 2 [Source:HGNC Symbol;Acc:HGNC:4594]	-0.16766898	
BMS1P11	BMS1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:49156]	-0.16773184	
CMKLR1	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	-0.16775043	
MYMX	myomixer, myoblast fusion factor [Source:HGNC Symbol;Acc:HGNC:52391]	-0.1677669	
NT5C3B	5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]	-0.16781956	
MAP9	microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]	-0.16783236	
ST7-OT4	ST7 overlapping transcript 4 [Source:HGNC Symbol;Acc:HGNC:18835]	-0.16786692	
GALNT3	polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]	-0.16788067	
TDGF1	teratocarcinoma-derived growth factor 1 [Source:HGNC Symbol;Acc:HGNC:11701]	-0.16788886	
TSPY26P	testis specific protein Y-linked 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:16256]	-0.16792583	
PGM1	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]	-0.16794956	
ARHGEF39	Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909]	-0.16798826	
ZKSCAN4	zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:HGNC:13854]	-0.16801664	
LRSAM1	leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135]	-0.16803002	
NOMO3	NODAL modulator 3 [Source:HGNC Symbol;Acc:HGNC:25242]	-0.16805759	
HILPDA	hypoxia inducible lipid droplet associated [Source:HGNC Symbol;Acc:HGNC:28859]	-0.16808122	
GOLGA8IP	golgin A8 family member I, pseudogene [Source:HGNC Symbol;Acc:HGNC:26660]	-0.16815649	
CCDC144NL	CCDC144A N-terminal pseudogene [Source:HGNC Symbol;Acc:HGNC:33735]	-0.16816737	
MIR3177	microRNA 3177 [Source:HGNC Symbol;Acc:HGNC:38364]	-0.16820556	
