NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	190	188		
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	384	344		
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN	31	29		
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	52	34		
FONTAINE_FOLLICULAR_THYROID_ADENOMA_DN	70	68		
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	78	73		
FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN	80	70		
FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP	66	63		
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN	26	25		
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP	38	36		
FOROUTAN_INTEGRATED_TGFB_EMT_DN	74	67		
FOROUTAN_INTEGRATED_TGFB_EMT_UP	120	116		
FOROUTAN_PRODRANK_TGFB_EMT_DN	82	78		
FOROUTAN_PRODRANK_TGFB_EMT_UP	185	181		
FOROUTAN_TGFB_EMT_DN	108	101		
FOROUTAN_TGFB_EMT_UP	192	188		
FORTSCHEGGER_PHF8_TARGETS_DN	783		Rejected!	
FORTSCHEGGER_PHF8_TARGETS_UP	278	268		
FOSTER_KDM1A_TARGETS_DN	202	193		
FOSTER_KDM1A_TARGETS_UP	263	224		
FOSTER_TOLERANT_MACROPHAGE_DN	413	410		
FOSTER_TOLERANT_MACROPHAGE_UP	166	161		
FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN	6		Rejected!	
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	20	20		
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	281	276		
FOURNIER_ACINAR_DEVELOPMENT_LATE_DN	22	21		
FOURNIER_ACINAR_DEVELOPMENT_LATE_UP	11		Rejected!	
FRASOR_RESPONSE_TO_ESTRADIOL_DN	78	73		
FRASOR_RESPONSE_TO_ESTRADIOL_UP	35	33		
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN	49	48		
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP	23	23		
FRASOR_TAMOXIFEN_RESPONSE_DN	12		Rejected!	
FRASOR_TAMOXIFEN_RESPONSE_UP	51	48		
FREDERICK_PRKCI_TARGETS	10		Rejected!	
FRIDMAN_IMMORTALIZATION_DN	33	33		
FRIDMAN_SENESCENCE_DN	13		Rejected!	
FRIDMAN_SENESCENCE_UP	77	76		
FUJII_YBX1_TARGETS_DN	194	193		
FUJII_YBX1_TARGETS_UP	43	40		
FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_DN	8		Rejected!	
FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_UP	11		Rejected!	
FUJIWARA_PARK2_IN_LIVER_CANCER_UP	8		Rejected!	
FUKUSHIMA_TNFSF11_TARGETS	16	15		
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN	457	451		
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP	587		Rejected!	
FUNG_IL2_SIGNALING_1	10		Rejected!	
FUNG_IL2_SIGNALING_2	12		Rejected!	
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES	7		Rejected!	
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES_T1	9		Rejected!	
FURUKAWA_DUSP6_TARGETS_PCI35_DN	73	71		
FURUKAWA_DUSP6_TARGETS_PCI35_UP	73	67		
FU_INTERACT_WITH_ALKBH8	13		Rejected!	
GABRIELY_MIR21_TARGETS	289	286		
GAJATE_RESPONSE_TO_TRABECTEDIN_DN	20	20		
GAJATE_RESPONSE_TO_TRABECTEDIN_UP	66	65		
GALE_APL_WITH_FLT3_MUTATED_DN	16	16		
GALE_APL_WITH_FLT3_MUTATED_UP	59	59		
GALIE_TUMOR_ANGIOGENESIS	8		Rejected!	
GALIE_TUMOR_STEMNESS_GENES	6		Rejected!	
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	79	78		
GALI_TP53_TARGETS_APOPTOTIC_DN	6		Rejected!	
GALI_TP53_TARGETS_APOPTOTIC_UP	8		Rejected!	
GALLUZZI_PERMEABILIZE_MITOCHONDRIA	41	41		
GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION	14		Rejected!	
GAL_LEUKEMIC_STEM_CELL_DN	236	229		
GAL_LEUKEMIC_STEM_CELL_UP	130	125		
GARCIA_TARGETS_OF_FLI1_AND_DAX1_DN	168	156		
GARCIA_TARGETS_OF_FLI1_AND_DAX1_UP	50	50		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN	11		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP	35	35		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	62	61		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP	139	139		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BROWN_UP	16		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_CYAN_UP	17	17		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN	24	24		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	26	26		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_DN	80	77		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	18	18		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTGREEN_DN	8		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP	11		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_DN	12		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_UP	28	28		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_PINK_DN	34	33		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_PURPLE_DN	13		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	26	26		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP	16	15		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_SALMON_DN	15	15		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TAN_DN	11		Rejected!	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN	56	56		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_UP	83	83		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	23	23		
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	32	32		
GARY_CD5_TARGETS_DN	440	425		
GARY_CD5_TARGETS_UP	473	469		
GAURNIER_PSMD4_TARGETS	73	68		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	95	91		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP	195	186		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN	8		Rejected!	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	27	25		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	23	22		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP	174	165		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN	10		Rejected!	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	38	36		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	22	21		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	98	88		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	35	34		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP	184	173		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	34	33		
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	244	222		
GAUTSCHI_SRC_SIGNALING	8		Rejected!	
GAVIN_FOXP3_TARGETS_CLUSTER_P2	81	78		
GAVIN_FOXP3_TARGETS_CLUSTER_P3	161	159		
GAVIN_FOXP3_TARGETS_CLUSTER_P4	100	98		
GAVIN_FOXP3_TARGETS_CLUSTER_P6	93	91		
GAVIN_FOXP3_TARGETS_CLUSTER_P7	91	88		
GAVIN_FOXP3_TARGETS_CLUSTER_T4	97	97		
GAVIN_FOXP3_TARGETS_CLUSTER_T7	101	96		
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_DN	5		Rejected!	
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	19	19		
GAVIN_PDE3B_TARGETS	22	22		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN	470	452		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP	26	26		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN	41	34		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	30	30		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	66	64		
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	39	39		
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	25	24		
GEISS_RESPONSE_TO_DSRNA_DN	16	15		
GEISS_RESPONSE_TO_DSRNA_UP	39	39		
GENTILE_RESPONSE_CLUSTER_D3	53	53		
GENTILE_UV_HIGH_DOSE_DN	289	285		
GENTILE_UV_HIGH_DOSE_UP	23	22		
GENTILE_UV_LOW_DOSE_DN	64	64		
GENTILE_UV_LOW_DOSE_UP	25	25		
GENTILE_UV_RESPONSE_CLUSTER_D1	17	17		
GENTILE_UV_RESPONSE_CLUSTER_D2	38	36		
GENTILE_UV_RESPONSE_CLUSTER_D4	54	54		
GENTILE_UV_RESPONSE_CLUSTER_D5	35	35		
GENTILE_UV_RESPONSE_CLUSTER_D6	35	34		
GENTILE_UV_RESPONSE_CLUSTER_D7	37	37		
GENTILE_UV_RESPONSE_CLUSTER_D8	37	37		
GENTILE_UV_RESPONSE_CLUSTER_D9	26	26		
GENTLES_LEUKEMIC_STEM_CELL_DN	19	18		
GENTLES_LEUKEMIC_STEM_CELL_UP	29	29		
GEORGES_CELL_CYCLE_MIR192_TARGETS	62	62		
GEORGES_TARGETS_OF_MIR192_AND_MIR215	892		Rejected!	
GERHOLD_ADIPOGENESIS_DN	62	59		
GERHOLD_ADIPOGENESIS_UP	48	47		
GERHOLD_RESPONSE_TO_TZD_DN	13		Rejected!	
GERHOLD_RESPONSE_TO_TZD_UP	6		Rejected!	
GERY_CEBP_TARGETS	130	124		
GESERICK_TERT_TARGETS_DN	21	21		
GHANDHI_BYSTANDER_IRRADIATION_DN	12		Rejected!	
GHANDHI_BYSTANDER_IRRADIATION_UP	84	79		
GHANDHI_DIRECT_IRRADIATION_DN	35	32		
GHANDHI_DIRECT_IRRADIATION_UP	105	99		
GHO_ATF5_TARGETS_DN	16	16		
GHO_ATF5_TARGETS_UP	13		Rejected!	
GILDEA_METASTASIS	29	28		
GILMORE_CORE_NFKB_PATHWAY	13		Rejected!	
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	184	182		
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP	110	106		
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	336	330		
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	69	67		
GLASS_IGF2BP1_CLIP_TARGETS_KNOCKDOWN_DN	117	116		
GLINSKY_CANCER_DEATH_UP	7		Rejected!	
GNATENKO_PLATELET_SIGNATURE	44	43		
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION	43	41		
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	1087		Rejected!	
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	575		Rejected!	
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_CIS	13		Rejected!	
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_TRANS	14		Rejected!	
GOLDRATH_ANTIGEN_RESPONSE	367	362		
GOLDRATH_HOMEOSTATIC_PROLIFERATION	150	143		
GOLDRATH_IMMUNE_MEMORY	66	65		
GOLUB_ALL_VS_AML_DN	23	23		
GOLUB_ALL_VS_AML_UP	24	24		
GOTTWEIN_TARGETS_OF_KSHV_MIR_K12_11	63	62		
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	207	196		
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	68	66		
GOUYER_TATI_TARGETS_DN	17	16		
GOUYER_TATI_TARGETS_UP	10		Rejected!	
GOUYER_TUMOR_INVASIVENESS	9		Rejected!	
GOZGIT_ESR1_TARGETS_DN	785		Rejected!	
GOZGIT_ESR1_TARGETS_UP	149	137		
GRABARCZYK_BCL11B_TARGETS_DN	61	60		
GRABARCZYK_BCL11B_TARGETS_UP	81	81		
GRADE_COLON_AND_RECTAL_CANCER_DN	102	95		
GRADE_COLON_AND_RECTAL_CANCER_UP	290	284		
GRADE_COLON_VS_RECTAL_CANCER_DN	56	53		
GRADE_COLON_VS_RECTAL_CANCER_UP	38	38		
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	1776		Rejected!	
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	1151		Rejected!	
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	238	225		
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	567		Rejected!	
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	776		Rejected!	
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	611		Rejected!	
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	86	81		
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	218	206		
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN	10		Rejected!	
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_UP	13		Rejected!	
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	94	92		
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	185	183		
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	12		Rejected!	
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP	24	24		
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_DN	12		Rejected!	
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	59	57		
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	46	45		
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	94	93		
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	89	89		
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	64	64		
GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3	14		Rejected!	
GRANDVAUX_IRF3_TARGETS_DN	18		Rejected!	
GRANDVAUX_IRF3_TARGETS_UP	13		Rejected!	
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	14		Rejected!	
GRATIAS_RETINOBLASTOMA_16Q24	18	18		
GREENBAUM_E2A_TARGETS_DN	18	18		
GREENBAUM_E2A_TARGETS_UP	33	33		
GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB	145	136		
GRESHOCK_CANCER_COPY_NUMBER_UP	323	303		
GROSS_ELK3_TARGETS_DN	33	32		
GROSS_ELK3_TARGETS_UP	27	26		
GROSS_HIF1A_TARGETS_DN	26	23		
GROSS_HIF1A_TARGETS_UP	7		Rejected!	
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_DN	104	103		
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP	142	137		
GROSS_HYPOXIA_VIA_ELK3_DN	155	150		
GROSS_HYPOXIA_VIA_ELK3_ONLY_DN	44	43		
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP	34	34		
GROSS_HYPOXIA_VIA_ELK3_UP	210	207		
GROSS_HYPOXIA_VIA_HIF1A_DN	110	103		
GROSS_HYPOXIA_VIA_HIF1A_ONLY	8		Rejected!	
GROSS_HYPOXIA_VIA_HIF1A_UP	78	77		
GRUETZMANN_PANCREATIC_CANCER_DN	200	179		
GRUETZMANN_PANCREATIC_CANCER_UP	359	351		
GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS	1009		Rejected!	
GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN	438	428		
GRYDER_PAX3FOXO1_TOP_ENHANCERS	441	433		
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_DN	26	26		
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_UP	22	20		
GUILLAUMOND_KLF10_TARGETS_DN	30	29		
GUILLAUMOND_KLF10_TARGETS_UP	50	43		
GUO_HEX_TARGETS_DN	66	66		
GUO_HEX_TARGETS_UP	78	75		
GUO_TARGETS_OF_IRS1_AND_IRS2	96	93		
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	56	56		
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	12		Rejected!	
GUTIERREZ_MULTIPLE_MYELOMA_UP	36	36		
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_DN	9		Rejected!	
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_UP	10		Rejected!	
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_2	13		Rejected!	
GU_PDEF_TARGETS_DN	40	29		
GU_PDEF_TARGETS_UP	71	65		
GYORFFY_DOXORUBICIN_RESISTANCE	39	35		
GYORFFY_MITOXANTRONE_RESISTANCE	35	32		
HADDAD_B_LYMPHOCYTE_PROGENITOR	290	280		
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	64	64		
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP	81	80		
HAEGERSTRAND_RESPONSE_TO_IMATINIB	9		Rejected!	
HAHTOLA_CTCL_CUTANEOUS	26	25		
HAHTOLA_CTCL_PATHOGENESIS	15	15		
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	115	112		
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	63	62		
HAHTOLA_MYCOSIS_FUNGOIDES_DN	17	16		
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	27	27		
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP	177	175		
HAHTOLA_MYCOSIS_FUNGOIDES_UP	18	18		
HAHTOLA_SEZARY_SYNDROM_DN	43	43		
HAHTOLA_SEZARY_SYNDROM_UP	99	99		
HALMOS_CEBPA_TARGETS_DN	45	39		
HALMOS_CEBPA_TARGETS_UP	49	44		
HAMAI_APOPTOSIS_VIA_TRAIL_DN	203	187		
HAMAI_APOPTOSIS_VIA_TRAIL_UP	656		Rejected!	
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	48	41		
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	36	32		
HANSON_HRAS_SIGNALING_VIA_NFKB	24	22		
HAN_JNK_SINGALING_DN	40	37		
HAN_JNK_SINGALING_UP	35	32		
HAN_SATB1_TARGETS_DN	388	377		
HAN_SATB1_TARGETS_UP	425	415		
HARRIS_BRAIN_CANCER_PROGENITORS	43	40		
HARRIS_HYPOXIA	81	76		
HASEGAWA_TUMORIGENESIS_BY_RET_C634R	8		Rejected!	
HASINA_NOL7_TARGETS_DN	13		Rejected!	
HASINA_NOL7_TARGETS_UP	13		Rejected!	
HASLINGER_B_CLL_WITH_11Q23_DELETION	23	23		
HASLINGER_B_CLL_WITH_13Q14_DELETION	24	24		
HASLINGER_B_CLL_WITH_17P13_DELETION	22	22		
HASLINGER_B_CLL_WITH_6Q21_DELETION	22	22		
HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	23	22		
HASLINGER_B_CLL_WITH_MUTATED_VH_GENES	18	18		
HATADA_METHYLATED_IN_LUNG_CANCER_DN	36	30		
HATADA_METHYLATED_IN_LUNG_CANCER_UP	377	332		
HEBERT_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES	13		Rejected!	
HEBERT_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED	7		Rejected!	
HEBERT_MATRISOME_TNBC_BONE_METASTASIS	11		Rejected!	
HEBERT_MATRISOME_TNBC_BONE_METASTASIS_TUMOR_CELL_DERIVED	5		Rejected!	
HEBERT_MATRISOME_TNBC_BRAIN_METASTASIS	26	26		
HEBERT_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED	12		Rejected!	
HEBERT_MATRISOME_TNBC_LIVER_METASTASIS	14		Rejected!	
HEBERT_MATRISOME_TNBC_LUNG_METASTASIS	23	22		
HEBERT_MATRISOME_TNBC_LUNG_METASTASIS_TUMOR_CELL_DERIVED	6		Rejected!	
HECKER_IFNB1_TARGETS	95	92		
HEDENFALK_BREAST_CANCER_BRACX_DN	20	20		
HEDENFALK_BREAST_CANCER_BRACX_UP	19		Rejected!	
HEDVAT_ELF4_TARGETS_UP	12		Rejected!	
HEIDENBLAD_AMPLICON_12P11_12_DN	25	25		
HEIDENBLAD_AMPLICON_12P11_12_UP	36	35		
HEIDENBLAD_AMPLICON_8Q24_DN	39	38		
HEIDENBLAD_AMPLICON_8Q24_UP	41	40		
HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER	7		Rejected!	
HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER	57	56		
HEIDENBLAD_AMPLIFIED_IN_SOFT_TISSUE_CANCER	13		Rejected!	
HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS	77	75		
HELLER_HDAC_TARGETS_DN	293	288		
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN	282	279		
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	461	434		
HELLER_HDAC_TARGETS_UP	317	313		
HELLER_SILENCED_BY_METHYLATION_DN	107	105		
HELLER_SILENCED_BY_METHYLATION_UP	283	260		
HENDRICKS_SMARCA4_TARGETS_DN	49	43		
HENDRICKS_SMARCA4_TARGETS_UP	54	50		
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_DN	22	22		
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP	71	67		
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_DN	6		Rejected!	
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP	23	18		
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN	37	34		
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	35	29		
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_DN	18	18		
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP	61	56		
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	8		Rejected!	
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	84	82		
HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP	69	67		
HE_PTEN_TARGETS_DN	7		Rejected!	
HE_PTEN_TARGETS_UP	18	17		
HILLION_HMGA1B_TARGETS	86	75		
HILLION_HMGA1_TARGETS	84	69		
HINATA_NFKB_TARGETS_FIBROBLAST_UP	81	79		
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	23	22		
HINATA_NFKB_TARGETS_KERATINOCYTE_UP	84	81		
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN	102	101		
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	242	235		
HOEBEKE_LYMPHOID_STEM_CELL_DN	88	83		
HOEBEKE_LYMPHOID_STEM_CELL_UP	97	97		
HOEGERKORP_CD44_TARGETS_DIRECT_DN	14		Rejected!	
HOEGERKORP_CD44_TARGETS_DIRECT_UP	26	26		
HOEGERKORP_CD44_TARGETS_TEMPORAL_DN	25	21		
HOEGERKORP_CD44_TARGETS_TEMPORAL_UP	12		Rejected!	
HOELZEL_NF1_TARGETS_DN	118	112		
HOELZEL_NF1_TARGETS_UP	141	135		
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN	48	46		
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_UP	40	38		
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_DN	69	66		
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	153	152		
HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_DN	75	74		
HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_UP	29	28		
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_DN	38	34		
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP	66	63		
HOFFMAN_CLOCK_TARGETS_DN	10		Rejected!	
HOFFMAN_CLOCK_TARGETS_UP	10		Rejected!	
HOFMANN_CELL_LYMPHOMA_DN	40	38		
HOFMANN_CELL_LYMPHOMA_UP	48	45		
HOFMANN_MYELODYSPLASTIC_SYNDROM_HIGH_RISK_DN	20	20		
HOFMANN_MYELODYSPLASTIC_SYNDROM_HIGH_RISK_UP	10		Rejected!	
HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_DN	29	24		
HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_UP	21	21		
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN	23	21		
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_UP	23	20		
HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_DN	26	25		
HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_UP	23	18		
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_DN	15		Rejected!	
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	28	18		
HOLLEMAN_DAUNORUBICIN_ALL_DN	8		Rejected!	
HOLLEMAN_DAUNORUBICIN_ALL_UP	7		Rejected!	
HOLLEMAN_DAUNORUBICIN_B_ALL_DN	12		Rejected!	
HOLLEMAN_DAUNORUBICIN_B_ALL_UP	10		Rejected!	
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN	11		Rejected!	
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP	20	20		
HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_DN	12		Rejected!	
HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_UP	22	22		
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN	20		Rejected!	
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_UP	27	27		
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_DN	16		Rejected!	
